1.3447868694808462e-27;-9.277547491175796e-27;-3.4182885647244026e-27;3.1773428047041744e-27;-5.328074543717366e-27;6.757144829904019e-27;5.818530747884174e-27;6.451096085395666e-27;-8.709173129902125e-27;4.793051948283871e-27;
Fitness;2.679069808476149e-13;
Calculations began;2023-12-11 21:20:56.761025;Calculations ended;2023-12-11 21:20:57.295868
-1.5953400088704467e-31;-1.6960308001846185e-31;-2.401948171221029e-31;-2.306026962702075e-31;-2.0825101453127066e-31;-7.840487419992045e-34;-4.581594953431939e-32;-1.4449880366788357e-31;-2.3524465120328057e-31;-2.161037118299158e-31;
Fitness;2.1322828341509738e-15;
Calculations began;2023-12-11 21:20:57.296913;Calculations ended;2023-12-11 21:20:57.826880
-2.694259325247177e-23;-6.346836103965157e-23;-4.295679446310436e-23;-4.586634611355318e-23;-7.65117574017163e-23;-6.564688957399787e-23;-7.725632596494152e-23;-7.104123456455683e-23;-6.327168096512262e-23;-8.042824388371706e-23;
Fitness;1.5979696514829712e-11;
Calculations began;2023-12-11 21:20:57.827880;Calculations ended;2023-12-11 21:20:58.359406
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
Fitness;6.153301126180628e-10;
Calculations began;2023-12-11 21:20:58.360384;Calculations ended;2023-12-11 21:20:58.871888
-1.192603754447869e-31;-1.3233605405092159e-31;-7.281604758031047e-32;-1.3847386518910032e-31;-1.7120378819723417e-31;-1.1697078810591217e-31;-1.256447313281821e-31;-1.5681699364804869e-31;-9.873089313991404e-32;-1.1953101236098624e-31;
Fitness;7.708677652360611e-16;
Calculations began;2023-12-11 21:20:58.872890;Calculations ended;2023-12-11 21:20:59.402550
3.2095726407824503e-28;3.0918678895985718e-28;3.3426304693699466e-28;3.2983073791668853e-28;3.4250353404042887e-28;3.2989996203354224e-28;3.318432757537421e-28;3.1896767113003137e-28;3.2849992670065905e-28;3.069382681316707e-28;
Fitness;8.520084386457333e-14;
Calculations began;2023-12-11 21:20:59.404559;Calculations ended;2023-12-11 21:20:59.953399
-5.038965605417058e-31;-5.198960140192854e-31;-6.606488990060919e-31;-6.597720398079698e-31;-1.8516118055343964e-31;-7.774704770315353e-31;-6.448626298448447e-31;-6.513012917471127e-31;-2.922658582630523e-31;-6.198492764776178e-31;
Fitness;2.7250143521894145e-15;
Calculations began;2023-12-11 21:20:59.955405;Calculations ended;2023-12-11 21:21:00.497173
-2.9203379530385145e-29;-1.0088488519542701e-28;8.055769349147927e-29;-7.27659591526626e-29;1.1421624322651903e-31;2.3055493506910415e-28;8.834087466984825e-29;4.560228620518596e-28;2.2521510013052828e-28;2.348912073903245e-28;
Fitness;1.041588352257447e-13;
Calculations began;2023-12-11 21:21:00.498180;Calculations ended;2023-12-11 21:21:01.031381
1.8927854848673758e-22;3.4396007800711746e-23;-5.204897134754588e-23;-6.027245081193326e-22;-3.9440762468950046e-22;1.872473576162875e-22;-7.449680433379202e-23;-2.965734786117253e-22;1.3556685459891553e-22;-4.612915852808925e-22;
Fitness;4.969075202643692e-11;
Calculations began;2023-12-11 21:21:01.032383;Calculations ended;2023-12-11 21:21:01.561631
2.0247401568919664e-28;1.9301890300318572e-28;1.9465194965162227e-28;1.874971463021415e-28;1.9181628018201232e-28;2.1072800826576624e-28;1.9562249998460263e-28;1.9205637066373635e-28;1.8776703441914347e-28;1.9813439128033525e-28;
Fitness;7.634792498088253e-14;
Calculations began;2023-12-11 21:21:01.562791;Calculations ended;2023-12-11 21:21:02.094301
-4.574088661054837e-31;-4.576463653059745e-31;-4.564466314688782e-31;-4.550413408449464e-31;-4.564503485040089e-31;-4.598875303002346e-31;-4.562989506448088e-31;-4.587806622924637e-31;-4.559958143692582e-31;-4.566330914066599e-31;
Fitness;3.902332790029954e-15;
Calculations began;2023-12-11 21:21:02.094301;Calculations ended;2023-12-11 21:21:02.622768
-1.4253942891497951e-27;-1.3520176955941544e-27;-1.6582603897532928e-27;-2.8721106294249213e-28;-1.2236660917504539e-27;-1.721394950277508e-27;-1.8792818676597565e-27;-3.2863029422731617e-28;-6.846487174089142e-28;-9.96177749928038e-28;
Fitness;9.360476959188273e-14;
Calculations began;2023-12-11 21:21:02.623771;Calculations ended;2023-12-11 21:21:03.150572
3.3735531717714056e-34;1.0617517233922383e-33;3.6380819286447072e-34;1.6533876051109034e-34;4.616863138189708e-34;2.7818455598427037e-34;3.546199487660317e-34;1.5701059190401782e-33;3.057907172774368e-34;4.712432365233943e-34;
Fitness;8.86605422888879e-17;
Calculations began;2023-12-11 21:21:03.151571;Calculations ended;2023-12-11 21:21:03.712092
2.2158245503380237e-28;2.2476651533727558e-28;2.2318141864316685e-28;2.3466987694106664e-28;2.5607044930541496e-28;2.3812446694285385e-28;2.5120779556984916e-28;2.286592901363832e-28;2.232560606083567e-28;2.308071924090669e-28;
Fitness;1.3778901082890212e-13;
Calculations began;2023-12-11 21:21:03.713106;Calculations ended;2023-12-11 21:21:04.257295
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
Fitness;6.153301126180628e-10;
Calculations began;2023-12-11 21:21:04.257295;Calculations ended;2023-12-11 21:21:04.769440
4.9706857451529136e-26;4.4253604939305095e-26;7.184261457791882e-26;5.274884265792041e-26;6.720977290244033e-26;3.059573785922665e-26;6.044577879652714e-26;4.333442621649372e-26;4.3838751538354413e-26;2.5699493248677797e-26;
Fitness;6.073002709065722e-13;
Calculations began;2023-12-11 21:21:04.770442;Calculations ended;2023-12-11 21:21:05.312425
-5.990474182614681e-29;-5.512197088175337e-29;-7.143091825251703e-29;-5.605892214990038e-29;-5.149676008986502e-29;-6.127102529218304e-29;-6.241705945416309e-29;-4.979300707211342e-29;-2.416551038365524e-29;-3.7599389377024553e-29;
Fitness;2.944713130269586e-14;
Calculations began;2023-12-11 21:21:05.313430;Calculations ended;2023-12-11 21:21:05.839473
-4.908300208320797e-27;-2.9310097966591195e-25;-2.312098382232915e-25;1.0466151400714126e-26;2.8452038793961596e-27;-1.9470323735691593e-25;-4.742471691184156e-26;7.378474198501027e-27;2.53994454971483e-26;-1.5618078326083278e-25;
Fitness;8.189252363869442e-13;
Calculations began;2023-12-11 21:21:05.840455;Calculations ended;2023-12-11 21:21:06.395682
1.5281122920682404e-37;1.5304687046190145e-37;1.5274768339556912e-37;1.5227357162947306e-37;1.5294831395925034e-37;1.5291932383013253e-37;1.532258679462872e-37;1.5229337473724194e-37;1.52939181210391e-37;1.5274718910177925e-37;
Fitness;1.890373006211886e-18;
Calculations began;2023-12-11 21:21:06.396682;Calculations ended;2023-12-11 21:21:06.921077
-1.2624458800118384e-30;6.484944954596079e-31;-1.32511963697333e-30;-1.8628936514959394e-31;-3.666898909985773e-30;-9.844160685286912e-30;-5.890840191086914e-30;2.1020812281052562e-31;9.917787496449782e-31;3.0345428545402927e-31;
Fitness;1.1317842486025832e-14;
Calculations began;2023-12-11 21:21:06.922075;Calculations ended;2023-12-11 21:21:07.491098
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
Fitness;6.153301126180628e-10;
Calculations began;2023-12-11 21:21:07.492085;Calculations ended;2023-12-11 21:21:08.002962
-4.853920751615642e-28;-4.170149628530599e-28;-1.845705962192796e-28;-4.905445051174815e-28;-3.504974117743531e-28;-5.3861701603227e-28;-6.463704026486027e-28;-1.4792914966056106e-28;-3.5754641626530195e-28;-4.234690145410629e-28;
Fitness;4.0107610500345745e-14;
Calculations began;2023-12-11 21:21:08.002962;Calculations ended;2023-12-11 21:21:08.576128
-2.7297170951549405e-30;-2.018719986072934e-30;-2.3409084422616345e-30;-3.1085608400319555e-30;-3.5541106720466474e-30;-2.773592933555907e-30;-1.9790940497905384e-30;-3.11822281311689e-30;-2.8922384825992752e-30;-3.155580638618925e-30;
Fitness;7.407628549906415e-15;
Calculations began;2023-12-11 21:21:08.577115;Calculations ended;2023-12-11 21:21:09.100620
-7.631424140821947e-25;-6.094439722043688e-26;1.649999017984593e-25;-5.237497927266718e-25;-2.5983105259403927e-25;7.892731514631512e-25;-8.411714112377352e-25;-4.1221962482219467e-25;3.4526733714440654e-25;-9.341318687832068e-25;
Fitness;2.4126166569495643e-12;
Calculations began;2023-12-11 21:21:09.101609;Calculations ended;2023-12-11 21:21:09.633012
3.899750330249627e-23;6.650586175028213e-23;5.63501608000693e-23;7.34868979978128e-23;6.548292568817265e-23;6.948058487165671e-23;8.032737275019553e-23;6.836879835363574e-23;7.182116557281417e-23;5.876526923410047e-23;
Fitness;1.2064710724070034e-11;
Calculations began;2023-12-11 21:21:09.633012;Calculations ended;2023-12-11 21:21:10.164239
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
Fitness;6.153301126180628e-10;
Calculations began;2023-12-11 21:21:10.165236;Calculations ended;2023-12-11 21:21:10.675353
-3.9608200013793744e-32;-4.4752707540171864e-32;-3.9465423873053476e-32;-3.9013472272751016e-32;-4.327564670158563e-32;-4.4045286724042525e-32;-3.8039146943266883e-32;-4.479367767374903e-32;-3.884362977853619e-32;-4.458587276710929e-32;
Fitness;1.7152139749137713e-16;
Calculations began;2023-12-11 21:21:10.675353;Calculations ended;2023-12-11 21:21:11.205334
1.6065470716293605e-31;1.6116961889870543e-31;1.3051701169881814e-31;1.3678612540517677e-31;1.2192050908307548e-31;1.4062855182247974e-31;1.541708759067596e-31;1.3060020565620772e-31;1.6547826771130735e-31;1.3093997745350495e-31;
Fitness;1.5397989003987484e-15;
Calculations began;2023-12-11 21:21:11.206332;Calculations ended;2023-12-11 21:21:11.729061
4.0655214917602645e-29;3.238621566958684e-29;3.7296422950033594e-29;2.5239756416419583e-29;4.53330589292996e-29;9.236106628589588e-30;2.8404710289868597e-29;1.1906328348923555e-29;4.793886624168945e-29;3.8001493779769953e-29;
Fitness;3.395366783259787e-14;
Calculations began;2023-12-11 21:21:11.730064;Calculations ended;2023-12-11 21:21:12.257092
1.0158913290512664e-29;2.539340691573225e-28;-3.4342456881354674e-28;2.818102767865537e-28;-4.0149567438925235e-29;-1.1523045716462966e-28;-2.8337156602327386e-28;-2.978324056013504e-28;-1.2336736109096696e-28;1.727500696375613e-28;
Fitness;4.055368074624492e-14;
Calculations began;2023-12-11 21:21:12.258096;Calculations ended;2023-12-11 21:21:12.785352
